comment,author,date,like_count
Saw it today. A masterpiece!,Lee Saiga,2020-02-09T08:28:00Z,0
the scene where the guy comes out of the basement is t e rr i f iying,Michelle Ijomah,2020-02-09T04:16:28Z,1714
That was so epic,Pranav Ramraj,2021-06-29T15:31:31Z,0
It&#39;s even better in the Black and White Blu-Ray lol shit is terrifying.,JP,2021-03-04T10:48:34Z,0
"@Noah McNeil yeah that lady scared me, mostly because once she showed up I knew the kim’s success was over and shit was about to go down",Ben Yarkin,2020-12-24T04:31:25Z,0
And the old caretaker going d o w n the stairs😐,Noah McNeil,2020-11-29T07:00:33Z,4
I was like “omg the poor child must’ve been severely scarred (and scared)” I was terrified 😂,Waterwheeling,2020-07-17T10:34:04Z,1
"Lol 420 dislikes, how fitting caus anyone who disliked this is a complete joke",stone cornelius,2020-02-09T03:14:24Z,6
Too lazy to read subtitles or can&#39;t read 😭,YOUAREHERE,2020-02-10T16:37:44Z,1
Why am I just now hearing about this,Hardrive2667,2020-02-09T02:40:59Z,0
The argument that claims the poor have valid reasons to hate the rich and that they are victims of an unfair system is as old as the hills. There is nothing new about that and it only feeds the current trend of political correctness.  I am not American and culture plays a huge role  in whether you can sympathize with that family or not. To me they were repulsive.,Carolina Casalaspro,2020-02-09T02:09:22Z,0
I watched this movie and I thought it was a piece of shit it’s not realistic not relatable... if u want to see this movie for free go Soap2day  type search box ... what a piece shit movie,Idil Os,2020-02-08T23:56:58Z,0
@freepeople091 That seems more likely,Adam Kerdus,2020-02-10T14:33:43Z,0
Idil Os maybe you just have shit taste in movies?,freepeople091,2020-02-10T12:38:11Z,0
"When Hollywood or Bollywood inevitably remakes this masterpiece, can we please just boycott it?",Blip Machine,2020-02-08T20:36:38Z,60
@Mayank verma seen tumbaad.. N it&#39;s no masterpiece if you r making an remake out of a different original movie.. N so far remakes in bollywood has sucked so far.. N these days 95% of movies r remakes..,emyF,2021-03-16T01:54:34Z,0
@emyF 😂<br>😂 True,Dhruv Bharija,2021-03-15T21:32:24Z,0
"@emyF dude, watch tumbbad,laal rang if you are thinking that indians cant make masterpiece!!",Mayank verma,2020-03-25T10:07:10Z,0
A Bollywood version would be interesting. Songs and dancing could take this film in yet another direction!,Romartus,2020-03-03T12:40:59Z,1
"@Anderson Wang I don&#39;t believe you can call something a &#39;classic&#39; if it&#39;s a remake. Unless you reinvent something completely with masterful filmmaking and with something new to say, which I highly doubt Hollywood or Bollywood is capable of.<br><br>(I don&#39;t mean Hollywood or Bollywood can&#39;t make masterful films, I mean I doubt they can take Parasite and reinvent it as something fresh and unique)",Blip Machine,2020-02-13T20:03:07Z,1
"Love the donnie darko shirt and with okja, jake gyllenhaal is everywhere. Can we give him an Oscar already.",Daniel J,2020-02-08T19:56:42Z,0
i hate sub titles,heaven on earth,2020-02-08T18:46:31Z,0
I just watched it. Weirdest movie I have ever seen. Seemed like it all should have been a dream lol,GlizzyGwoker,2020-02-08T18:36:33Z,1
@MADLSN yes I understood it. Still weird,GlizzyGwoker,2020-02-10T07:47:59Z,1
Makoto did you understand the movie ?!? It was phenomenal,MADLSN,2020-02-10T05:45:52Z,0
Flawless Art.,Anna Escolano- Hara,2020-02-08T15:24:16Z,0
I really want to watch this movie! But I don’t know where I can watch it,Sandra Jefferson,2020-02-08T02:20:26Z,2
Now it&#39;s on Hulu.,hejiranyc,2020-04-14T16:33:39Z,0
It&#39;s available on the Amazon Primevideo.,닥터제이,2020-02-08T13:20:12Z,0
Check the review of whirl gang of parasite!!!!!! BEST REVIEW,rishabh sahoo,2020-02-07T17:06:43Z,4
"I&#39;m Korean and one of the details most foreigners(and even Koreans) miss to mention is that those families were never like that poor/rich all the way through their life! <br><br>The rich family&#39;s dad is introduced in several details as he started from the bottom - and became an icon for it(The term Ja-Su-Seong-Ga is mentioned repeatedly+His company is an IT/Tech sort of company which makes it more believable). In the poor family&#39;s house, you can see several items/details where they were far more wealthier before(not super rich, but just better off in general) just that the poor family&#39;s father had a failed business that lead this family into this poverty. Thoses family members aren&#39;t incompetant at all. Dad has several great skillsets, mom was a national level athlete, sister is good at art, and the son is educated enough to teach the rich daughter.The sub-poor couple&#39;s husband even owned his own small business back in the day.<br><br>You act like you were born with the class, in reality, you&#39;re just stationed into a system. Capital hierarchy blinds you into believing the wealthy deserves of their own class while the poor believes the same, respectiong and admiring the upperclass. loads of casualty without any villans.",wishing9wonder,2020-02-07T08:20:07Z,2336
​@Peeps and MooMoo I felt bad for the Rich Dad too. He really didn&#39;t do anything wrong!,MeghanMisaLIAR,2023-05-01T17:32:07Z,0
​@wishing9wonder That was an excellent explanation. I also failed to notice the hints that the rich Dad was once poor.,MeghanMisaLIAR,2023-05-01T17:31:36Z,0
Thanks for sharing this.,Jaydev Raol,2021-10-27T17:34:28Z,0
"@Peeps and MooMoo plus the ending was a mixture of false sense of hope plus despair. as the director also said, it WILL be impossible for the son to buy that house. hence the ongoing chain of class pyramid.",wishing9wonder,2021-10-15T15:25:31Z,0
"@Peeps and MooMoo I get the point you initially followed and yes the ending was intended to make you feel that way. It was never about anybody &#39;deserving&#39; of anything. The intention of the director(as he famously admitted all the time)was this.<br><br>Most of the time bad things only happened to both the poors. They were conned, they lost their jobs, they lost their house, they lost their dignity, they lost the sense of existing as a human being and reduced down to their occupation and function. they were invisible to the rich. whenever they tried to connect with the rich(like asking if they loved there SO and asking for a handshake) the rich appeared as if they were offended even, as if they were crossing a line or something.<br><br>There is no justification for the killing. Heck even the poor dad felt guilty of his actions. the director wanted to point out that as long as this inhumane class hierarchy of welth exists, very very bad things will definately happen to anyone, even the rich. it&#39;s not a matter of right or wrong, or who deserves what, it will happen.<br><br>even tho they try so hard, the rich family is highly disfunctional without the poors labor. however they draw an imaginary line between them and the poor. you can hate the poor hold them accountable for their action. but no matter what, once in a while an end of a knife blade will definately be headed towards you if this class system exists. the director wanted the ones who justify and lives(wins) upon this system to acknowledge that it horrible things may happen to them.",wishing9wonder,2021-10-15T15:23:15Z,0
"What bothers me about this movie is that the poor family cheats and lies to take advantage of the rich family. This is like saying that only the dishonest get ahead, and if you play by the rules, you will be left behind. Even the poorer family in the basement have more integrity. Although the poor family gets their comeuppance at the end, I still didn&#39;t like that they were portrayed as the &quot;heroes.&quot;",David Gonzales,2020-02-07T06:44:41Z,0
"Isn&#39;t that the truth about society though? The dishonest find a way to win while those who play by the rules get left behind. And I don&#39;t think they were ever portrayed as heroes. They are portrayed as frauds who take advantage of the gullibility of others, but are also sympathetic characters who need to to be clever and cunning because they need it to survive. Also it&#39;s not like they got a hero&#39;s ending either. If anything they kind of got what they deserved in the end.",freepeople091,2020-02-10T12:43:21Z,0
David Gonzales They really weren’t portrayed as “heroes” at all and they even paid a price for it at the end. One of the things that I loved about this film is that all of the characters were flawed in their own ways. In a sense it really takes a good hard look at humanity and shows that in the end we’re all our own worst enemies in a class system that encourages us to succumb those terrible qualities within us to “get ahead”.,Wonka Bars,2020-02-08T16:02:13Z,2
Barely saw this movie and I already knew what was gonna happen these movies are getting to predictable. I could already guess people are hyping this movie for an Oscar that it will most likely win......... The hearts of people.,brandon molina,2020-02-07T02:48:57Z,0
I&#39;ve always trusted your shit Chris. Gonna watch this movie right now.,Eddy A.,2020-02-07T01:14:18Z,0
"<a href=""https://www.youtube.com/watch?v=l7O6YqckEyE&amp;t=2m59s"">2:59</a> Chris, the name of the movie is literally Parasites xDD",MrPabgon,2020-02-06T22:48:40Z,0
@blaze4404 Why would it be cheesy? It&#39;s the reason for why they chose that name.,MrPabgon,2020-02-08T15:21:00Z,0
he&#39;s trying not to be cheesey as hell,blaze4404,2020-02-08T03:53:24Z,0
"Whether or not you agree with the families actions you understand Ho’s characters are so real that it’s easy to empathize with them. If this was an American movie it could have easily been the narrative that the rich are evil and the underclass are righteous. The rich family aren’t inherently evil because they have money, but because they don’t appreciate it. That’s why we don’t mind ki-woo and his family manipulating them as much. We also know their living situation isn’t the best either, so we sympathize with them even more. This is a family that will do WHATEVER it takes to get by and you can’t fault them for that.",johnny,2020-02-06T14:29:20Z,11
Excellent film,Røckkatansky,2020-02-06T01:34:21Z,0
I am the only one who hated this movie/was completely underwhelmed :/,Ash Lee,2020-02-06T00:57:17Z,0
Spoiler review PLEASE Chris.,Daniel Cummings,2020-02-05T20:49:29Z,0
Isnt this movie still in america theaters? I still see commericals for it. By the commercial I thought it was a horror or thriller.,astraltrex 1,2020-02-05T16:48:54Z,0
"Yes, it is still in the American theaters and it is still going strong.",vangrails,2020-02-06T07:01:53Z,0
"Considering what the less fortunate family did to the rich family, I&#39;ll consider them the bad guys.",Some Medic,2020-02-05T11:12:36Z,0
"In Parasite, everyone is a villain at some point.",kiandita,2020-02-05T03:40:24Z,6726
"​@sushi there&#39;s absolutely nothing wrong with living a luxurious life and seeing the rain as a blessing. She took nothing from these people. Their unfortunate circumstance is not at all her fault. They poor family, the parasites, are the real villains.",have a good day420,2023-04-12T00:51:52Z,0
@sushi how exactly are the parks parasites for employing people? They pay them,Nzima Kelly Elvin,2023-02-23T01:25:56Z,0
Not the rich family,Kate,2022-06-01T02:17:14Z,0
@-[butterfly]- They were bad people,Polly Pockets,2022-03-27T00:51:27Z,0
Victim rather than villain in some cases,Astral Flick,2021-12-05T01:00:04Z,0
Parasite was my absolute favorite film of 2019,Hydrus96,2020-02-05T03:12:37Z,0
"Chris if you loved parasite, then you&#39;ll definitely love the Indian film Andhadhun movie. It&#39;s an amazing movie. Please review an Indian movie man",Animesh Mishra,2020-02-05T02:44:52Z,1
I’m seeing Parasite at the weekend with parents. Are the sex scenes not too bad? Please tell me it’s not overly awkward.,Thomas Matthews,2020-02-05T02:04:27Z,0
Don&#39;t worry.,vangrails,2020-02-06T07:04:00Z,1
"So, the same guy who directed that shit show &quot;Okja&quot; actually made a good movie? <br>...never would have guessed that would happen.",Bastian,2020-02-04T17:46:52Z,1
"The shit show Okja was a wonderful film. He also directed The Host, Snowpiercer, Mother among others.",anxious onigiri,2020-02-05T20:29:39Z,1
"46 minutes in and I was already creeped out how flawless their family&#39;s plan was. And it wasn&#39;t bad. On the contrary, not at all",Gabby Valenciano,2020-02-04T10:46:27Z,0
"I&#39;m going to watch it now since you gave it an A, I just hope it&#39;s not like Mother.",the heat,2020-02-04T09:45:52Z,0
The cake on the day it all went down was the same cake that traumatized the kid.... could be a metaphor that no matter what the setting is night or day the trauma of division between the rich and poor is so deep rooted you can’t cover it up with a different perspective and that false reality needs to be put to an end,NASEEM83,2020-02-04T07:47:09Z,191
That is so fresh and new take on the cake,강건우,2020-02-24T14:49:15Z,6
I loved this movie. I haven&#39;t seen a movie like this in awhile. It inspired me to want to write again.,moviechic07,2020-02-04T04:37:58Z,0
What did everyone think of the ending? I thought it was a bit so so in comparison to the rest of the film. I have to say though this is probably one of the only films that I&#39;ve laughed out loud throughout 😂,Gnomie,2020-02-03T22:19:12Z,0
Man I can&#39;t explain what I&#39;m feeling rn after watching this movie. I&#39;m full of mixed emotions and can&#39;t explain it in words. What&#39;ve I watched ? I heard korean dramas were great but never bothered to watch one but I watched this movie as it was so hyped and trust me I don&#39;t regret watching single second of this movie. It was so fuckin good. I&#39;ve never seen such a movie in my lifetime. God bless the director and the whole cast and crew members for putting such a masterpiece before us. Looking forward to see more from its director. ❤️❤️❤️❤️❤️<br><br>My vote : <br>Oscar for best picture : Parasite<br><br>Oscar for best cinematography : Lighthouse <br><br>Oscar for best actor : Joaquin Phoenix <br><br>The last two would definitely win but can&#39;t say for the first cuz you know why.....,Anshul,2020-02-03T21:52:00Z,4
Most overrated movie of 2020 it’s okay but not all that,Pollute Your Soul,2020-02-03T17:42:28Z,0
Just saw this and I have to say: RESPECT!,Koil,2020-02-02T23:24:19Z,2
"Great idea, nice execution, horrible story. Technically the movie is A, although the photography is nothing but ok. I left the theatre feeling AWFUL. For that reason I totally disagree with you. I hated it.",Claudio Ono,2020-02-02T22:14:17Z,0
This movie invented classism,Kaiden Myers,2020-02-02T19:47:24Z,0
Just got back from seeing it. Wow... one of a kind.  Definitely one of the best of the year.,KoreanCanuck,2020-02-02T09:11:08Z,0
Man oh man!!<br>Memories of murder was another level.,Anas Dynamite,2020-02-02T08:58:27Z,0
THE ENDING IS A PIECE OF GARBAGE. Overrated,RamiGod,2020-02-02T07:14:14Z,0
I watched this because of you but wow is it overrated.  So many issues in this movie.  Can&#39;t believe you have it at such a high review.  Them all falling down the stairs and even listening so closely to the conversation made them look like embiciles when the whole first act convinced me they were so intelligent.  Him dropping the rock down the stairs was silly.  Getting drunk at the house when they go out of town was a cliche nonsense move.  I could go on but the fact that you called it flawless makes me realize we don&#39;t have the same vision of what makes a great film.  I still enjoy you though.  I&#39;ll definitely keep watching.,Shelley Cline,2020-02-01T15:23:56Z,0
"Everyone was right, this foreign film is very good. But wow did the theater I just now watched it in royally screw up the ending. For some reason, the kids running the theater went home early. And the projector auto shut-off the lens light 8 minutes before the ending. You could still hear the audio, but unfortunately I don&#39;t speak Korean, so I had no idea what happened. Thankfully, the ending is available on YouTube. I will be complaining to the corporate office of the theater and see what they do. If nothing, that will be the last Marcus theater I ever go to.",David Pick,2020-02-01T09:15:05Z,0
1917 and parasite were the best fucking movies ive seen in my entire life,samarth rana,2020-02-01T06:25:21Z,0
on paper this movie sounds god awful and boring with literally no actual plot whatsoever. Yet gets the review of greatest movie ever made. So apparently it&#39;s time to watch it lol,s8n Lx,2020-02-01T06:10:28Z,0
Oohhh I just realized that the “ghost” the kid seen was that guy from the basement! 🤦‍♀️,DolceVegan_Bakes,2020-02-01T04:46:19Z,2
Wtf!?!?  Lol. You just realized that!,MrGAMECATCanaveral,2020-02-02T17:57:19Z,0
Finally watched this. God. This is a perfect movie. Definitely going to stick with me for awhile,R3b_Rook,2020-02-01T03:02:32Z,0
Respeeeect!,Davee Jones Music,2020-02-01T01:16:45Z,0
Please review Queen and Slim!!,M Ajose,2020-01-31T22:12:40Z,0
Anyone else think when the whole family fell down the stairs and revealed their relation to one another was just a tad... GADZOOKS!-ish? Just me? 🤷‍♂️,Tommy Lellan,2020-01-31T12:18:47Z,0
Am I the only one who cried at the end? This movie was so good. It really deserves to be nominated as best picture not like Roma.,sam hall,2020-01-31T09:00:27Z,0
He should review Oldboy,Orca,2020-01-31T05:03:10Z,0
"Parasite... Totally above joker, once upon a time... and monos... you have to review monos!",Os,2020-01-31T04:03:29Z,0
"<a href=""https://www.youtube.com/watch?v=l7O6YqckEyE&amp;t=4m55s"">4:55</a><br>Thankyou",Harsh Khare,2020-01-30T17:41:54Z,0
Just watched this ... it’s so good.  Everything from the theme of it to the cinematography ... beautiful to watch and insightful.  Maybe my favorite from last year.,3110hello,2020-01-30T15:19:22Z,10
Yikes,GrimoireVoss,2020-03-15T07:03:15Z,0
"I just saw this movie, damn what a great movie!!! I sure dig Korean movies such as Old Boy and Sympathy for Mr. Vengeance. Any other gems like Parasite? It’s been awhile since I’ve been this entertained with a movie, everyone that I watched it with had a blast, even the ones that were all “this isn’t in English?! aww man I don’t wanna read subtitles!!”. I think Korea is going to kick Hollywood’s ass! I welcome it, super hero movies are stupid! 😑<br><br>......well OK Joker was pretty awesome.",frankthespank,2020-01-30T11:28:24Z,0
"If all the members of the poor family are so smart, how come they’re dirt poor?",bruh_haha,2020-01-30T02:29:47Z,0
Oh... how naive.,Karl Tiboleng,2020-01-31T17:33:41Z,0
"I am convinced that a significant amount of the gushing positive comments have been paid for. This movie is good, it’s entertaining, but it’s not this great masterpiece! Its average and it has some issues.",Kevin Shipp,2020-01-29T20:19:45Z,0
"Ambiguous movie!!!!! At first until they hide from rich family,,,it&#39;s ok.....And when it&#39;s come to killing,,,i more excited and then it just??? Not tell what happen to the rich family which he get killed,,,,i very shocked if killing happened,,,the police will checked nicely include they can find basement but ????? And Kang Ho Song is freedom....I understand they just want to show the poor family which is main character.....Forget about the other character,,,no need to show what happened to them.....But for me,,,,the rich family is also a character which need to show overall because they already a part of this character movie except the young driver and min hyuk.....For me,,,after i see the parasite movie wins golden globe award,,best foreign film,,,And then when i see the movie,,,,,it&#39;s normal movie......The fans said that many motive and moral story but for me,,,,zzzzz......I think many other korean movie can beat them.....I think parasite just get many promote......For me,,,,PARASITE IS NORMAL MOVIE......And the part which i hate mostly is the way they lied to rich family is a cruel and this movie just seem to show they are not guilty because they are poor people which cannot choose to be kind and friendly......That;s called a parasite......Poor rich family!!!!!",Detective Movie,2020-01-29T19:13:42Z,0
Great review of this film Stuckmann!,Doug S,2020-01-29T17:49:31Z,1
"Having watched Chris&#39;s video reviews for about 3 years now, I think the dude is biased af.",fantom raja,2020-01-29T13:22:58Z,0
He must be doing something good else you would not watch his videos.,vangrails,2020-01-29T16:46:47Z,0
"Bong Joon Ho&#39;s direction, storyline, cinematography, performances, and use of symbolism utterly blew my mind. My eyes were fixated on the screen and I was sitting on the edge of my seat in suspense for more than half the movie; the suspense was really engaging and enthralling. The touching and melancholy ending, the jaw-dropping scenes that startled, shocked, and surprised me and the effective use of symbolism are some of the attributes that classify Parasite as a truly essential movie. I definitely want to rewatch this. If you don&#39;t give this film a positive review, then you don&#39;t know true cinema.",Outstanding Screenplays,2020-01-29T08:21:08Z,11
"This movie was Ok. I do not get the hysterical praise for it at all. I enjoyed it, it was entertaining, but to call it a “masterpiece” is way over the top. Why were we supposed to care for the poor family when all of them were shitty human beings? Are we supposed to view the rich family with contempt? If so, why? For committing the crime of being successful? The rich people didn’t murder anyone, nor did they happily fuck other people out of their livelihoods. Stick man said the poor family were pretty smart people, and I agree. So couldn’t they find a better way to get by without ruining the lives of others? The rich family did nothing to deserve what they got and neither did the driver and the housekeeper. It was a decent film with flaws. But a great film, a “masterpiece”? Fuck no?",Kevin Shipp,2020-01-29T07:51:52Z,0
"Good movie but I thought the ending (after the garden great scene) was very cheesy. So the guy was stuck in the bunker and wrote a letter then passed on as morse code hoping his son will look at the house and see it? I mean, come on.",TheALine,2020-01-29T05:38:58Z,0
Im on my 5th Korean movie this month after watching Parasite.<br>TOTALLY underrated market,TheRoaming Savage,2020-01-28T20:10:03Z,4
I think the yt channel iwatched and movie critic elyn should watched you and learn something... Coz they would rate the same movie less than five coz they couldn&#39;t understand the concept....,Aniem Coniac,2020-01-28T18:59:47Z,0
"This film was visually stunning, I loved the lighting and colours and angles to depict perspectives. It was a visual orgasm and I was absolutely lost in this world. I want to see more Korean films like this!",Petrol Patrol,2020-01-28T18:17:07Z,3
"the subversion and the wailing are the other great Korean movie in 2019 :) try it, you won&#39;t regret.",blue roads,2020-01-28T16:36:07Z,0
Is it available in English??,deepak singh,2020-01-28T14:55:57Z,0
deepak singh with English sub title running at all multiplexes in Indian cities now,Trend Sunder,2020-02-01T12:34:41Z,0
Movies like Joker and Parasite are getting so much attention. Almost as if movie goers are becoming more smarter about movies. This could open up to finally a new movie renaissance.,Singh-Is-King-94,2020-01-28T07:46:55Z,0
"I did not see the twist coming at all, this movie was excellent.",ChilledDelirium,2020-01-28T05:43:16Z,3
Love Snowpiercer.  I hate subtitles.  Impossible to read words and see what the actors are doing at the same time.  No matter how quickly you read.,Tony Pashley,2020-01-28T02:49:42Z,0
This movie is brilliant.  I give it an A+ as well.,LL S,2020-01-27T23:47:39Z,1
"This movie was an excellent black comedy until the fired housekeeper showed up at the house on the rainy night.  After that it got worse and worse and totally contrived, until the out-of-nowhere (for me) and completely over-the-top and unnecessary ultra-violence near the end.  Could&#39;ve been a great movie, but really isn&#39;t.",Thomas Glebe,2020-01-27T20:30:56Z,1
"You recommended Parasite and I saw it and your review is spot on. This is a cunning, intense, and natural flowing thriller. Loved it. I wonder though if it could have been 15 minutes shorter.",Ricardo Williams,2020-01-27T19:44:19Z,0
The scene where Jessica sits on an exploding toilet and smokes a cigarette is brilliant.,Yasmeen M,2020-01-27T15:38:26Z,8485
"People who think Parasite is overrated probably doesn&#39;t understand it, not entirely.<br><br>Is like all the people who think math is boring cause they don&#39;t understand it, not completely.",ℕ𝕠𝕩,2021-11-22T00:31:36Z,1
I thought that scene was amazing because the movie took turn in showing that scene and the scene where previous housekeeper is throwing up in the toilet as if the toilets are connected to one another. To me it seemed like the movie was showing how their circumstances are not so different and there is even connection between the two in terms of their situation but Jessica just sits on the toilet seat and stops it from coming out implying that she doesn&#39;t care about the housekeeper or maybe even think she is above them and would rather sit on it and smoke a cig.,A J,2021-09-03T02:55:12Z,0
@Jakeylicious7891 that&#39;s a hell of a reach. she&#39;s smoking in every other scene.,Fork Boy,2021-07-17T05:40:01Z,0
"@Kevin Shipp its because, she is relaxing despite everything is falling down, and the her last scene is when she got stabbed and still smiling and laughing, indicating that she fears nothing and can still be herself at the harshest and even her time of death.",Yishai,2021-05-19T06:27:50Z,0
@Virtual Boy so you attack a person for the same reason that he disagrees with you<br><br>Quite the bitch I&#39;d say,センナ,2021-04-19T09:43:55Z,0
"I FULLY agree with you have said, all of it. And feel the same after watching this movie. Damm, Parasite is super good!<br><br><br>The father looked a bit like PSY though, lol.",Big Papa,2020-01-27T15:00:58Z,0
I saw this movie Friday in an empty theater. Is just a masterpiece.,Edwin Cuperes,2020-01-27T10:36:02Z,3
Just saw it today and I felt like I was holding my breath the whole time,Anna Fed241,2020-01-27T05:06:11Z,1
"This Film is freaking amazing, It depicts flawlessly the contrast between social classes, their lifestyle and evil behind poverty.",Ulises S. Baltazares,2020-01-27T04:21:19Z,0
Hollywood needs to step up their game.,lueisadude,2020-01-27T01:15:23Z,0
"I felt like the movie became a mess after the twist. Like they did not know what to do at that point. So, they they created another parasite family.",Juan Garnica,2020-01-26T09:52:54Z,0
Saw this today great movie .it makes you think alot!!!!,matt obrien,2020-01-26T06:42:37Z,0
Classic Donnie darko shirt,Ashley Diane,2020-01-26T02:56:44Z,0
I wonder if you can make a full review of this movie since there is a lot of metaphors and scenes that Carrie&#39;s the movie. All the camera angles and where its place have such a purpose. I love this movie!,Nkauj Zoua Zaj Yang,2020-01-26T02:31:20Z,0
"The only thing I found weird was how it transitioned into a more serious tone. Not the why it happened, even from the poster I was expecting it coming into the movie and if anything it took a bit too long, but how it was executed...To me it felt, idk, out of place at times? A bit cringy? Everything else was superb, the acting, the production, the meta commentary. If you have not yet, do give it a watch.",aruraven,2020-01-25T21:48:46Z,0
"I think the line that sums up the core of this movie is &quot;I would be nice too if I was rich&quot;. <br><br><br>Also, it&#39;s so good to have one movie that mades everyone agree on it being really good and meaningful and well-done. I have not seen one bad review for this movie so far, and that is so rare nowadays. I&#39;m really happy that I saw it.",Manubibi,2020-01-25T18:44:19Z,2
"I know that this film already won the Palme d&#39;Or, but I hope it also wins the Oscars. So many people just say that &#39;Joker&#39; should win it, but as a person having watched both of the films, &#39;Parasite&#39; it is.",퍼펙트 신지쿤,2020-01-25T17:59:25Z,0
First half of the movie: haha damn this family <br>Turning point: Old maid crazy face pop up in camera going hehehe can I come in.,Brad Ng,2020-01-25T07:50:08Z,0
Stunning film.,Southside 609,2020-01-25T05:54:27Z,0
"Just watched it on your review, I adored it!",Jenny Coyle,2020-01-24T23:56:47Z,0
just seen a preview of this in the UK and I adored this movie,Sid Allen,2020-01-24T23:29:02Z,0
movie wasn&#39;t that funny.,BlazenTidus,2020-01-24T16:31:40Z,0
"I mean it was ok. Just seemed like a well shot, but otherwise average dark comedy to me. Dunno where all this starry eyed adulation is coming from. An 8 minute standing ovation at Cannes? Please. As far as Korean movies go it was no Burning.",johnny johnny,2020-01-24T15:57:32Z,0
"One plothole I’ve observed though I’m not so certain about it: The Kim family sneeked to the Park’s house as they leave for camping and the authorities didn’t get to use that as a strong evidence of tresspasing? That is, the cctv connection outside the house was cut later that night by the prior housekeeper. Hmmmm.",radical medicine,2020-01-24T12:02:07Z,0
U nailed this one...but were well off your game with uncut gems...give that a C-,My 2 cents,2020-01-24T07:58:14Z,0
I did enjoy this movie. It was nice to see my people on the big screen,Hyun Joo Kim,2020-01-24T03:24:06Z,0
여기 영어 공부하기 좋다야.. 많은 표현들 배워 가는 중,어쩔수없는파트라슈,2020-01-23T19:10:46Z,3
@Steadyflow 나보고 어글리라고 하는 줄 헤,어쩔수없는파트라슈,2020-01-26T05:56:14Z,0
냄냠 I agree,Steadyflow,2020-01-26T05:24:29Z,0
@Steadyflow 그게 뭐야,어쩔수없는파트라슈,2020-01-26T05:21:51Z,0
냄냠 어그리,Steadyflow,2020-01-26T02:03:54Z,0
Why did he kill Mr park?,Sleeper,2020-01-23T18:43:40Z,0
"Went to see this on MLK day with my girlfriend and we were blown away! Absolutely brilliant movie, expertly crafted in every regard.",Steven Gilpin,2020-01-23T18:10:09Z,0
&quot;clockwise&quot;,man free,2020-01-23T17:26:58Z,0
A little trivia: bon Joon ho made a film called The Host and now he has a film called Parasite. What&#39;s next? Symbiosis? Co dependence?,Bucket List,2020-01-23T08:56:42Z,0
this movie is freakin awesome! it fucks with your mind! because u know its plausible,Sabrina Spellman,2020-01-23T08:07:49Z,0
Is this shit on Netflix?,Josh Johnson,2020-01-23T06:58:53Z,0
It&#39;s gonna be a HBO tv series.,vangrails,2020-01-23T18:21:39Z,0
"This movie is great but truly sad in the worst way. When the poor dad says “I’m so sorry” for what he did, it was heartbreaking to such a degree I almost wish I didn’t watch it.",j,2020-01-23T06:05:55Z,0
"The shift in the movie was genuinely terrifying for me. Seeing what traumatized the child when he was eating his cake, (I put it vaguely to avoid spoiling) scared the HELL out of me. A great great movie.",A P,2020-01-23T03:36:08Z,0
Nigga <br><br><br><br><br><br><br>Aggin <br><br><br><br><br><br>Ñîčê,Darth Dulla,2020-01-23T02:32:50Z,0
The Kim family are the villians of the story,R Ros,2020-01-23T00:28:29Z,0
The sister at the café making her brothers educational credentials is the best scene in the movie. My Korean film student friends said that girl is beloved in  Korea is already a hugh star in Asia. Just much so acting chops and gives a performance of a lifetime!,BTS Dance Studio,2020-01-23T00:21:06Z,1
This is one of the best films ever made.,JR M,2020-01-22T19:26:34Z,1
This movie was so damn good,mbti4ever,2020-01-22T19:04:57Z,0
My Personal Best Picture,Trexhunter288,2020-01-22T16:52:28Z,0
Sorry but I dont see that guy ever gonna get rich at the end XD,Andre,2020-01-22T16:00:50Z,0
So glad I didn&#39;t watch this review before I seen the movie... Dude you spoiled a sh!t load of stuff jeeeezus christ,"Rattyboy ""The Trini Traveler""",2020-01-22T08:35:22Z,1
"I’m very happy that you like the film. I felt the same way about curfew the short film that came out a few years ago. This film I feel is the most deserving of best picture and I’m also happy that it had that much of an impact on you, I feel the same way. This movie is very cerebral. I’m definitely concerned that it may not win best film because of Hollywood politics; this film really deserves best picture because it has the most deepness as far as story out of any other film in Hollywood nominated for best picture.",The Midnight Spectrum Club,2020-01-22T01:00:25Z,0
One really scary thing about the movie is that when you look at the vertical pathway to the basement it’s a huge black rectangle: doesn’t that remind you of the monolith in 2001 a space Odyssey?,The Midnight Spectrum Club,2020-01-22T00:52:08Z,0
This movie was superb,Paul Allen,2020-01-22T00:31:54Z,0
How long if event didn&#39;t happen would this charade last?,Sebs Ignat,2020-01-21T23:54:42Z,0
why the heck black line on eyes??,Sayan Roy,2020-01-21T19:35:57Z,0
AMAZING movie. It blew me away. Glad they won the SAG award!,Arthur Fleck,2020-01-21T06:32:23Z,1
"the only thing that really bothered me is when his son got his head smashed in the basement and he&#39;s laying down there, but when his father comes back to the basement after the killing we don&#39;t find the body.",Don Vito Corleone,2020-01-21T04:13:42Z,0
"@A really?! didn’t notice that if ture, i was so caught up in mess i guess, but still brilliant movie.",Don Vito Corleone,2020-01-22T05:30:09Z,0
Don Vito Corleone You definitely missed the shot where the rich family’s daughter wanders to the basement and piggybacks the poor son’s bloody body outside the house,A,2020-01-22T05:12:08Z,1
The cinematography in this film is brilliant! I notice new things with each viewing.<br>Even the toilet in their semi basement home is &quot; above&quot; them to symbolize how low society views them.,Mel Kay,2020-01-20T22:10:53Z,337
